pmid,gene_id,gene_text,title,journal
26536863,829661,catalase,"TaNAC29, a NAC transcription factor from wheat, enhances salt and drought tolerance in transgenic Arabidopsis.",BMC Plant Biol. 2015 Nov 4
27236332,543358,annexin,Comprehensive analyses of the annexin gene family in wheat.,BMC Genomics. 2016 May 28
32123996,100841651,alpha-mannosidase,Overexpression of wheat alpha-mannosidase gene TaMP impairs salt tolerance in transgenic Brachypodium distachyon.,Plant Cell Rep. 2020 May
34868149,543190,catalase,Nucleoredoxin Gene TaNRX1 Positively Regulates Drought Tolerance in Transgenic Wheat (Triticum aestivum L.).,Front Plant Sci. 2021 Nov 11
34868149,543313,peroxidase,Nucleoredoxin Gene TaNRX1 Positively Regulates Drought Tolerance in Transgenic Wheat (Triticum aestivum L.).,Front Plant Sci. 2021 Nov 11
35891959,542792,Wdhn13,Zinc Oxide Nanoparticles Enhance Drought Tolerance in Wheat via Physio-Biochemical Changes and Stress Genes Expression.,Iran J Biotechnol. 2022 Jan 1
35891959,778412,DREB2,Zinc Oxide Nanoparticles Enhance Drought Tolerance in Wheat via Physio-Biochemical Changes and Stress Genes Expression.,Iran J Biotechnol. 2022 Jan 1
35891959,543190,catalase,Zinc Oxide Nanoparticles Enhance Drought Tolerance in Wheat via Physio-Biochemical Changes and Stress Genes Expression.,Iran J Biotechnol. 2022 Jan 1
36097863,819235,bZIP transcription factor,"TaFDL2-1A confers drought stress tolerance by promoting ABA biosynthesis, ABA responses, and ROS scavenging in transgenic wheat.",Plant J. 2022 Nov
36442571,842718,WRKY transcription factor,The wheat WRKY transcription factor TaWRKY1-2D confers drought resistance in transgenic Arabidopsis and wheat (Triticum aestivum L.).,Int J Biol Macromol. 2023 Jan 31
36442571,827860,AtCAT1,The wheat WRKY transcription factor TaWRKY1-2D confers drought resistance in transgenic Arabidopsis and wheat (Triticum aestivum L.).,Int J Biol Macromol. 2023 Jan 31
37379659,100682497,calmodulin,Drought priming induced thermotolerance in wheat (Triticum aestivum L.) during reproductive stage; a multifaceted tolerance approach against terminal heat stress.,Plant Physiol Biochem
37379659,100125717,APX,Drought priming induced thermotolerance in wheat (Triticum aestivum L.) during reproductive stage; a multifaceted tolerance approach against terminal heat stress.,Plant Physiol Biochem
37414309,7190,HSP,"Heat shock protein TaHSP17.4, a TaHOP interactor in wheat, improves plant stress tolerance.",Int J Biol Macromol
37414309,3308,HSP70,"Heat shock protein TaHSP17.4, a TaHOP interactor in wheat, improves plant stress tolerance.",Int J Biol Macromol
37414309,10963,HOP,"Heat shock protein TaHSP17.4, a TaHOP interactor in wheat, improves plant stress tolerance.",Int J Biol Macromol
37414309,3320,HSP90,"Heat shock protein TaHSP17.4, a TaHOP interactor in wheat, improves plant stress tolerance.",Int J Biol Macromol
37883917,543313,peroxidase,Genome-wide identification of Glutathione peroxidase (GPX) family genes and silencing TaGPX3.2A reduced disease resistance in wheat.,Plant Physiol Biochem
37883917,542974,GPX,Genome-wide identification of Glutathione peroxidase (GPX) family genes and silencing TaGPX3.2A reduced disease resistance in wheat.,Plant Physiol Biochem
38110488,543190,CAT,Hydrogen-rich water: a key player in boosting wheat (Triticum aestivum L.) seedling growth and drought resilience.,Sci Rep
38110488,542833,SOD,Hydrogen-rich water: a key player in boosting wheat (Triticum aestivum L.) seedling growth and drought resilience.,Sci Rep
38110488,100125717,APX,Hydrogen-rich water: a key player in boosting wheat (Triticum aestivum L.) seedling growth and drought resilience.,Sci Rep
38110488,542865,Dreb1,Hydrogen-rich water: a key player in boosting wheat (Triticum aestivum L.) seedling growth and drought resilience.,Sci Rep
38418956,543190,catalase,Alleviating the drought stress and improving the plant resistance properties of Triticum aestivum via biopriming with aspergillus fumigatus.,BMC Plant Biol
38430317,100859942,receptor-like kinase,Genome-wide association study of drought tolerance in wheat (Triticum aestivum L.) identifies SNP markers and candidate genes.,Mol Genet Genomics
39447050,606370,bZIP transcription factor,The transcription factor TaFDL2-1A functions in auxin metabolism mediated by abscisic acid to regulate shoot growth in wheat.,Plant Physiol
40576751,543190,catalase,Physiological and molecular responses of bread wheat and its wild relative species to drought stress.,Mol Biol Rep
40576751,100415841,ascorbate peroxidase,Physiological and molecular responses of bread wheat and its wild relative species to drought stress.,Mol Biol Rep
40576751,100125717,APX,Physiological and molecular responses of bread wheat and its wild relative species to drought stress.,Mol Biol Rep
40576751,542833,SOD,Physiological and molecular responses of bread wheat and its wild relative species to drought stress.,Mol Biol Rep
40576751,100415870,dehydrin,Physiological and molecular responses of bread wheat and its wild relative species to drought stress.,Mol Biol Rep
40927051,4602,MYB,Transcriptomic Meta-Analysis Reveals Hub Genes Integrating Multiple Abiotic Stress Responses in Wheat.,Food Sci Nutr
40927051,3569,HSF,Transcriptomic Meta-Analysis Reveals Hub Genes Integrating Multiple Abiotic Stress Responses in Wheat.,Food Sci Nutr
41963793,543190,catalase,Integrative gene duplication and genome-wide analysis characterize Peroxin11 gene family in wheat.,
24748053,100037599,WRKY,Transcriptome-wide identification of bread wheat WRKY transcription factors in response to drought stress.,Mol Genet Genomics. 2014 Oct
30131813,100049029,WRKY Transcription Factor,Overexpression of a WRKY Transcription Factor TaWRKY2 Enhances Drought Stress Tolerance in Transgenic Wheat.,Front Plant Sci. 2018 Aug 7
30894225,543489,histone H2B,Knock-down the expression of TaH2B-7D using virus-induced gene silencing reduces wheat drought tolerance.,Biol Res. 2019 Mar 21
33754946,543013,APETALA2,"Evolution and identification of DREB transcription factors in the wheat genome: modeling, docking and simulation of DREB proteins associated with salt stress.",J Biomol Struct Dyn. 2022 Oct
33754946,828652,DREB1A,"Evolution and identification of DREB transcription factors in the wheat genome: modeling, docking and simulation of DREB proteins associated with salt stress.",J Biomol Struct Dyn. 2022 Oct
34800231,100037599,WRKY,Characterization of new COBRA like (COBL) genes in wheat (Triticum aestivum) and their expression analysis under drought stress.,Mol Biol Rep. 2022 Feb
34922142,28721236,peroxidase,RING E3 ubiquitin ligase TaSADR1 negatively regulates drought resistance in transgenic Arabidopsis.,Plant Physiol Biochem. 2022 Jan 1
34922142,829661,catalase,RING E3 ubiquitin ligase TaSADR1 negatively regulates drought resistance in transgenic Arabidopsis.,Plant Physiol Biochem. 2022 Jan 1
35065618,100415870,dehydrin,"Genome-wide survey of the dehydrin genes in bread wheat (Triticum aestivum L.) and its relatives: identification, evolution and expression profiling under various abiotic stresses.",BMC Genomics. 2022 Jan 23
35979074,543062,Betaine aldehyde dehydrogenase,Identification of TaBADH-A1 allele for improving drought resistance and salt tolerance in wheat (Triticum aestivum L.).,Front Plant Sci. 2022 Aug 1
36061212,542876,Cytokinin Dehydrogenase,Genome-Wide Analysis and Evolutionary Perspective of the Cytokinin Dehydrogenase Gene Family in Wheat (Triticum aestivum L.).,Front Genet. 2022 Aug 19
36078599,543071,cellulase,Stress-Tolerant Endophytic Isolate Priestia aryabhattai BPR-9 Modulates Physio-Biochemical Mechanisms in Wheat (Triticum aestivum L.) for Enhanced Salt Tolerance.,Int J Environ Res Public Health. 2022 Sep 1
36078599,543190,Catalase,Stress-Tolerant Endophytic Isolate Priestia aryabhattai BPR-9 Modulates Physio-Biochemical Mechanisms in Wheat (Triticum aestivum L.) for Enhanced Salt Tolerance.,Int J Environ Res Public Health. 2022 Sep 1
36078599,543313,peroxidase,Stress-Tolerant Endophytic Isolate Priestia aryabhattai BPR-9 Modulates Physio-Biochemical Mechanisms in Wheat (Triticum aestivum L.) for Enhanced Salt Tolerance.,Int J Environ Res Public Health. 2022 Sep 1
36201982,815949,AtPR-1,Overexpression of durum wheat NAC transcription factor TtNTL3A promotes early flowering and increases multiple stress tolerance in transgenic Arabidopsis.,Plant Physiol Biochem. 2022 Sep 30
36201982,842733,AtNPR1,Overexpression of durum wheat NAC transcription factor TtNTL3A promotes early flowering and increases multiple stress tolerance in transgenic Arabidopsis.,Plant Physiol Biochem. 2022 Sep 30
36985894,543190,catalase,Conferring of Drought and Heat Stress Tolerance in Wheat (Triticum aestivum L.) Genotypes and Their Response to Selenium Nanoparticles Application.,Nanomaterials (Basel). 2023 Mar 9
36985894,100415841,ascorbate peroxidase,Conferring of Drought and Heat Stress Tolerance in Wheat (Triticum aestivum L.) Genotypes and Their Response to Selenium Nanoparticles Application.,Nanomaterials (Basel). 2023 Mar 9
36985894,542833,superoxide dismutase,Conferring of Drought and Heat Stress Tolerance in Wheat (Triticum aestivum L.) Genotypes and Their Response to Selenium Nanoparticles Application.,Nanomaterials (Basel). 2023 Mar 9
36985894,542820,HSP70,Conferring of Drought and Heat Stress Tolerance in Wheat (Triticum aestivum L.) Genotypes and Their Response to Selenium Nanoparticles Application.,Nanomaterials (Basel). 2023 Mar 9
37180396,543190,catalase,"Seed Bio-priming of wheat with a novel bacterial strain to modulate drought stress in Daegu, South Korea.",Front Plant Sci
37180396,542833,superoxide dismutase,"Seed Bio-priming of wheat with a novel bacterial strain to modulate drought stress in Daegu, South Korea.",Front Plant Sci
37180396,100125717,ascorbic peroxidase,"Seed Bio-priming of wheat with a novel bacterial strain to modulate drought stress in Daegu, South Korea.",Front Plant Sci
38510445,543123,Cytochrome P450,Deciphering the genetic landscape of seedling drought stress tolerance in wheat (Triticum aestivum L.) through genome-wide association studies.,Front Plant Sci
39054416,4800,NF-YA,Transcription factor TaNF-YB2 interacts with partners TaNF-YA7/YC7 and transcriptionally activates distinct stress-defensive genes to modulate drought tolerance in T. Aestivum.,BMC Plant Biol
39054416,4802,NF-YC,Transcription factor TaNF-YB2 interacts with partners TaNF-YA7/YC7 and transcriptionally activates distinct stress-defensive genes to modulate drought tolerance in T. Aestivum.,BMC Plant Biol
39054416,4602,MYB,Transcription factor TaNF-YB2 interacts with partners TaNF-YA7/YC7 and transcriptionally activates distinct stress-defensive genes to modulate drought tolerance in T. Aestivum.,BMC Plant Biol
39054416,5832,P5CS,Transcription factor TaNF-YB2 interacts with partners TaNF-YA7/YC7 and transcriptionally activates distinct stress-defensive genes to modulate drought tolerance in T. Aestivum.,BMC Plant Biol
40463943,543394,PAL,Tissue-Specific Antioxidant Responses and PAL Gene Expression in Bread Wheat Under Drought Stress.,Iran J Biotechnol
40463943,543190,CAT,Tissue-Specific Antioxidant Responses and PAL Gene Expression in Bread Wheat Under Drought Stress.,Iran J Biotechnol
40463943,543131,PPO,Tissue-Specific Antioxidant Responses and PAL Gene Expression in Bread Wheat Under Drought Stress.,Iran J Biotechnol
40463943,542833,SOD,Tissue-Specific Antioxidant Responses and PAL Gene Expression in Bread Wheat Under Drought Stress.,Iran J Biotechnol
41045890,100682493,NAM,Functional characterization of TaNAC6-3B: A key regulator of drought tolerance in wheat (Triticum aestivum L.).,Plant Physiol Biochem
41045890,101290582,NCED,Functional characterization of TaNAC6-3B: A key regulator of drought tolerance in wheat (Triticum aestivum L.).,Plant Physiol Biochem
41398116,107801900,14-3-3,"TaGF14g, a wheat 14-3-3 protein, acts as a positive regulator of drought and salt tolerance.",Plant Cell Rep
19902215,100415841,ascorbate peroxidase,Transcriptional differences in gene families of the ascorbate-glutathione cycle in wheat during mild water deficit.,Plant Cell Rep. 2010 Jan
19902215,543069,dehydroascorbate reductase,Transcriptional differences in gene families of the ascorbate-glutathione cycle in wheat during mild water deficit.,Plant Cell Rep. 2010 Jan
22140235,828652,AtCBF3,"Ectopic expression of a wheat MYB transcription factor gene, TaMYB73, improves salinity stress tolerance in Arabidopsis thaliana.",J Exp Bot. 2012 Feb
22140235,829547,AtABF3,"Ectopic expression of a wheat MYB transcription factor gene, TaMYB73, improves salinity stress tolerance in Arabidopsis thaliana.",J Exp Bot. 2012 Feb
25048023,821904,AtMYB15,"A wheat aminocyclopropane-1-carboxylate oxidase gene, TaACO1, negatively regulates salinity stress in Arabidopsis thaliana.",Plant Cell Rep. 2014 Nov
25048023,840987,AtRAB18,"A wheat aminocyclopropane-1-carboxylate oxidase gene, TaACO1, negatively regulates salinity stress in Arabidopsis thaliana.",Plant Cell Rep. 2014 Nov
25048023,828653,AtCBF1,"A wheat aminocyclopropane-1-carboxylate oxidase gene, TaACO1, negatively regulates salinity stress in Arabidopsis thaliana.",Plant Cell Rep. 2014 Nov
25048023,828652,AtCBF3,"A wheat aminocyclopropane-1-carboxylate oxidase gene, TaACO1, negatively regulates salinity stress in Arabidopsis thaliana.",Plant Cell Rep. 2014 Nov
26560113,103647543,phosphoenolpyruvate carboxylase,Drought tolerance and proteomics studies of transgenic wheat containing the maize C4 phosphoenolpyruvate carboxylase (PEPC) gene.,Protoplasma. 2016 Nov
26560113,100281879,chlorophyll A-B binding protein,Drought tolerance and proteomics studies of transgenic wheat containing the maize C4 phosphoenolpyruvate carboxylase (PEPC) gene.,Protoplasma. 2016 Nov
30808876,543190,CAT,Analysis of wheat gene expression related to the oxidative stress response and signal transduction under short-term osmotic stress.,Sci Rep. 2019 Feb 26
30808876,100125717,APX,Analysis of wheat gene expression related to the oxidative stress response and signal transduction under short-term osmotic stress.,Sci Rep. 2019 Feb 26
30808876,606347,P5CR,Analysis of wheat gene expression related to the oxidative stress response and signal transduction under short-term osmotic stress.,Sci Rep. 2019 Feb 26
30868385,3569,HSF,Functional characterization of HSFs from wheat in response to heat and other abiotic stress conditions.,Funct Integr Genomics. 2019 May
31032353,543190,catalase,Assessment of Plant Growth Promoting and Abiotic Stress Tolerance Properties of Wheat Endophytic Fungi.,Biomed Res Int. 2019 Mar 27
33950277,28721236,peroxidase,Expression of Arabidopsis Ornithine Aminotransferase (AtOAT) encoded gene enhances multiple abiotic stress tolerances in wheat.,Plant Cell Rep. 2021 Jul
34678428,842337,AtNRX1,Characterization of the voltage-dependent anion channel (VDAC) gene family in wheat (Triticum aestivum L.) and its potential mechanism in response to drought and salinity stresses.,Gene. 2022 Jan 30
34795369,543439,SnRK1/2/3,Genome-wide identification and expression analysis of sucrose nonfermenting-1-related protein kinase (SnRK) genes in Triticum aestivum in response to abiotic stress.,Sci Rep. 2021 Nov 18
35087993,100415841,ascorbate peroxidase,Physiological responses to water deficiency in bread wheat (Triticum aestivum L.) lines with genetically different leaf pubescence.,Vavilovskii Zhurnal Genet Selektsii. 2020 Dec
35087993,543069,dehydroascorbate reductase,Physiological responses to water deficiency in bread wheat (Triticum aestivum L.) lines with genetically different leaf pubescence.,Vavilovskii Zhurnal Genet Selektsii. 2020 Dec
40307683,100127082,cinnamoyl-CoA reductase,Comprehensive analysis of cinnamoyl-CoA reductase (CCR) gene family in wheat: implications for lignin biosynthesis and stress responses.,BMC Plant Biol
9247545,543466,tacr7,cDNA structure and expression patterns of a low-temperature-specific wheat gene tacr7.,Plant Mol Biol. 1997 Jul
15190366,828652,DREB1A,Stress-induced expression in wheat of the Arabidopsis thaliana DREB1A gene delays water stress symptoms under greenhouse conditions.,Genome. 2004 Jun
15190366,835307,rd29A,Stress-induced expression in wheat of the Arabidopsis thaliana DREB1A gene delays water stress symptoms under greenhouse conditions.,Genome. 2004 Jun
17874224,100146083,CRT/,Isolation and molecular characterization of the Triticum aestivum L. ethylene-responsive factor 1 (TaERF1) that increases multiple stress tolerance.,Plant Mol Biol. 2007 Dec
22350156,818566,AtP5CS,Over-expression of TaMYB33 encoding a novel wheat MYB transcription factor increases salt and drought tolerance in Arabidopsis.,Mol Biol Rep. 2012 Jun
22350156,836103,AtZAT12,Over-expression of TaMYB33 encoding a novel wheat MYB transcription factor increases salt and drought tolerance in Arabidopsis.,Mol Biol Rep. 2012 Jun
22350156,837304,ascorbate peroxidase,Over-expression of TaMYB33 encoding a novel wheat MYB transcription factor increases salt and drought tolerance in Arabidopsis.,Mol Biol Rep. 2012 Jun
22350156,817257,AtAAO3,Over-expression of TaMYB33 encoding a novel wheat MYB transcription factor increases salt and drought tolerance in Arabidopsis.,Mol Biol Rep. 2012 Jun
22350156,829547,AtABF3,Over-expression of TaMYB33 encoding a novel wheat MYB transcription factor increases salt and drought tolerance in Arabidopsis.,Mol Biol Rep. 2012 Jun
22350156,828714,AtABI1,Over-expression of TaMYB33 encoding a novel wheat MYB transcription factor increases salt and drought tolerance in Arabidopsis.,Mol Biol Rep. 2012 Jun
24913125,830424,DREB2A,LcWRKY5: an unknown function gene from sheepgrass improves drought tolerance in transgenic Arabidopsis.,Plant Cell Rep. 2014 Sep
24913125,835307,RD29A,LcWRKY5: an unknown function gene from sheepgrass improves drought tolerance in transgenic Arabidopsis.,Plant Cell Rep. 2014 Sep
25940960,542373,Rab17,The TaDREB3 transgene transferred by conventional crossings to different genetic backgrounds of bread wheat improves drought tolerance.,Plant Biotechnol J. 2016 Jan
29089392,830424,DEHYDRATION-RESPONSIVE ELEMENT BINDING PROTEIN2A,The E3 Ligase TaSAP5 Alters Drought Stress Responses by Promoting the Degradation of DRIP Proteins.,Plant Physiol. 2017 Dec
29089392,837188,DREB2A INTERACTING PROTEIN1,The E3 Ligase TaSAP5 Alters Drought Stress Responses by Promoting the Degradation of DRIP Proteins.,Plant Physiol. 2017 Dec
29089392,817608,DRIP2,The E3 Ligase TaSAP5 Alters Drought Stress Responses by Promoting the Degradation of DRIP Proteins.,Plant Physiol. 2017 Dec
29089392,819856,E3 ubiquitin ligase,The E3 Ligase TaSAP5 Alters Drought Stress Responses by Promoting the Degradation of DRIP Proteins.,Plant Physiol. 2017 Dec
30107881,28721236,peroxidase,"Isolation and identification of wheat gene TaDIS1 encoding a RING finger domain protein, which negatively regulates drought stress tolerance in transgenic Arabidopsis.",Plant Sci. 2018 Oct
30107881,829661,catalase,"Isolation and identification of wheat gene TaDIS1 encoding a RING finger domain protein, which negatively regulates drought stress tolerance in transgenic Arabidopsis.",Plant Sci. 2018 Oct
31196379,100415870,dehydrin,RNAi mediated silencing of dehydrin gene WZY2 confers osmotic stress intolerance in transgenic wheat.,Funct Plant Biol. 2019 Sep
31196379,100141381,WZY2,RNAi mediated silencing of dehydrin gene WZY2 confers osmotic stress intolerance in transgenic wheat.,Funct Plant Biol. 2019 Sep
31426752,107775040,MYB,The specific MYB binding sites bound by TaMYB in the GAPCp2/3 promoters are involved in the drought stress response in wheat.,BMC Plant Biol. 2019 Aug 19
31426752,838199,GAPCp2/3,The specific MYB binding sites bound by TaMYB in the GAPCp2/3 promoters are involved in the drought stress response in wheat.,BMC Plant Biol. 2019 Aug 19
31426752,819567,GAPCp,The specific MYB binding sites bound by TaMYB in the GAPCp2/3 promoters are involved in the drought stress response in wheat.,BMC Plant Biol. 2019 Aug 19
32131734,543313,peroxidase,The iTRAQ-based chloroplast proteomic analysis of Triticum aestivum L. leaves subjected to drought stress and 5-aminolevulinic acid alleviation reveals several proteins involved in the protection of photosynthesis.,BMC Plant Biol. 2020 Mar 4
32131734,542974,glutathione peroxidase,The iTRAQ-based chloroplast proteomic analysis of Triticum aestivum L. leaves subjected to drought stress and 5-aminolevulinic acid alleviation reveals several proteins involved in the protection of photosynthesis.,BMC Plant Biol. 2020 Mar 4
32688741,100415870,dehydrin,Wheat dehydrin accumulation in response to drought stress during anthesis.,Funct Plant Biol. 2002 Jan
32810714,543190,catalase,Molecular characterization revealed the role of catalases under abiotic and arsenic stress in bread wheat (Triticum aestivum L.).,J Hazard Mater. 2021 Feb 5
39532171,778416,SAP,Genome-wide identification of SAP family genes and characterization of TaSAP6-A1 to improve Cd tolerance in Triticum aestivum L.,Int J Biol Macromol
39532171,543380,phenylalanine ammonia-lyase,Genome-wide identification of SAP family genes and characterization of TaSAP6-A1 to improve Cd tolerance in Triticum aestivum L.,Int J Biol Macromol
39774685,606327,bHLH transcription factor,Mining genomic regions associated with stomatal traits and their candidate genes in bread wheat through genome-wide association study (GWAS).,Theor Appl Genet
39774685,543088,mitogen-activated protein kinase,Mining genomic regions associated with stomatal traits and their candidate genes in bread wheat through genome-wide association study (GWAS).,Theor Appl Genet
39914595,841755,atncl,Complementation with TaNCL2-A reinstates growth and abiotic stress response in atncl mutant of Arabidopsis.,Plant Sci
40714157,100125713,TaABI1,Genome-Wide Characterization of the Pyrabactin Resistance 1-like (PYL) Gene Family in Wheat and Functional Identification of TaPYL2D.,Plant Sci
40779575,543313,peroxidase,Identification of novel marker-trait associations for agronomic traits in bread wheat under WANA environments through GWAS.,PLoS One
40883672,541957,DREB1,Molecular insights into drought tolerance in wheat through in-silico genome-wide analysis of DREB1 transcription factor and peroxidase interactions.,BMC Plant Biol
40883672,542029,peroxidase,Molecular insights into drought tolerance in wheat through in-silico genome-wide analysis of DREB1 transcription factor and peroxidase interactions.,BMC Plant Biol
40883672,100274012,superoxide dismutase,Molecular insights into drought tolerance in wheat through in-silico genome-wide analysis of DREB1 transcription factor and peroxidase interactions.,BMC Plant Biol
41220776,543190,CAT,"Deciphering drought-response in wheat (Triticum aestivum): physiological, biochemical, and transcriptomic insights into tolerant and sensitive cultivars under dehydration shock.",Front Plant Sci
41220776,542833,SOD,"Deciphering drought-response in wheat (Triticum aestivum): physiological, biochemical, and transcriptomic insights into tolerant and sensitive cultivars under dehydration shock.",Front Plant Sci
41254527,542833,SOD,"Stage-specific transcriptomic responses of wheat to heat, drought, and combined stress: AP2/ERF regulatory networks and functional characterization of TaEREBP1-L.",BMC Plant Biol
41254527,543190,CAT,"Stage-specific transcriptomic responses of wheat to heat, drought, and combined stress: AP2/ERF regulatory networks and functional characterization of TaEREBP1-L.",BMC Plant Biol
41839679,269,Misr2,Assessment of key transcription factors and drought-responsive genes in wheat cultivars under drought stress.,
41839679,847,CAT,Assessment of key transcription factors and drought-responsive genes in wheat cultivars under drought stress.,
