pmid,gene_id,gene_text,title,journal
28241800,839265,ATAF1/2,The essence of NAC gene family to the cultivation of drought-resistant soybean (Glycine max L. Merr.) cultivars.,BMC Plant Biol. 2017 Feb 28
28241800,830779,ATAF1/2,The essence of NAC gene family to the cultivation of drought-resistant soybean (Glycine max L. Merr.) cultivars.,BMC Plant Biol. 2017 Feb 28
28241800,835478,CUC2,The essence of NAC gene family to the cultivation of drought-resistant soybean (Glycine max L. Merr.) cultivars.,BMC Plant Biol. 2017 Feb 28
32480747,28721236,peroxidase,Expression of maize heat shock transcription factor gene ZmHsf06 enhances the thermotolerance and drought-stress tolerance of transgenic Arabidopsis.,Funct Plant Biol. 2015 Nov
32480747,829661,catalase,Expression of maize heat shock transcription factor gene ZmHsf06 enhances the thermotolerance and drought-stress tolerance of transgenic Arabidopsis.,Funct Plant Biol. 2015 Nov
34046052,100305428,ERECTA,Suppression of ERECTA Signaling Impacts Agronomic Performance of Soybean (Glycine max (L) Merril) in the Greenhouse.,Front Plant Sci. 2021 May 11
34046052,100808402,leucine-rich repeat receptor-like kinase,Suppression of ERECTA Signaling Impacts Agronomic Performance of Soybean (Glycine max (L) Merril) in the Greenhouse.,Front Plant Sci. 2021 May 11
34046052,547727,RLK,Suppression of ERECTA Signaling Impacts Agronomic Performance of Soybean (Glycine max (L) Merril) in the Greenhouse.,Front Plant Sci. 2021 May 11
34046052,830948,AtER,Suppression of ERECTA Signaling Impacts Agronomic Performance of Soybean (Glycine max (L) Merril) in the Greenhouse.,Front Plant Sci. 2021 May 11
40334517,28721236,peroxidase,VvNAC33 functions as a key regulator of drought tolerance in grapevine by modulating reactive oxygen species production.,Plant Physiol Biochem
40334517,829661,catalase,VvNAC33 functions as a key regulator of drought tolerance in grapevine by modulating reactive oxygen species production.,Plant Physiol Biochem
41588601,106303800,MYB,BoMYC2 and BoAREB1 Interact With BoMYB2 to Respond to ABA Signaling and Drought Stress in Cabbage.,Plant Cell Environ
42082112,100384480,POD,Negative Regulation of ZmBBX24 Gene Under Combined Light and Drought Stress Modulates Drought Tolerance in Arabidopsis.,Plant Sci
10550893,818741,ERD15,The plant-growth-promoting rhizobacterium Paenibacillus polymyxa induces changes in Arabidopsis thaliana gene expression: a possible connection between biotic and abiotic stress responses.,Mol Plant Microbe Interact. 1999 Nov
12207667,844174,GST8,"Drought regulation of GST8, encoding the Arabidopsis homologue of ParC/Nt107 glutathione transferase/peroxidase.",Physiol Plant. 2002 Sep
12207667,835307,RD29A and B,"Drought regulation of GST8, encoding the Arabidopsis homologue of ParC/Nt107 glutathione transferase/peroxidase.",Physiol Plant. 2002 Sep
12207667,817637,ERD13,"Drought regulation of GST8, encoding the Arabidopsis homologue of ParC/Nt107 glutathione transferase/peroxidase.",Physiol Plant. 2002 Sep
12535340,835180,erd1,"Two different novel cis-acting elements of erd1, a clpA homologous Arabidopsis gene function in induction by dehydration stress and dark-induced senescence.",Plant J. 2003 Jan
15047884,828652,DREB1A,A combination of the Arabidopsis DREB1A gene and stress-inducible rd29A promoter improved drought- and low-temperature stress tolerance in tobacco by gene transfer.,Plant Cell Physiol. 2004 Mar
15047884,835307,rd29A,A combination of the Arabidopsis DREB1A gene and stress-inducible rd29A promoter improved drought- and low-temperature stress tolerance in tobacco by gene transfer.,Plant Cell Physiol. 2004 Mar
15599761,835809,ABI2,The ABI2-dependent abscisic acid signalling controls HrpN-induced drought tolerance in Arabidopsis.,Planta. 2005 Jun
15599761,835306,rd29B,The ABI2-dependent abscisic acid signalling controls HrpN-induced drought tolerance in Arabidopsis.,Planta. 2005 Jun
15599761,828714,abi1-1,The ABI2-dependent abscisic acid signalling controls HrpN-induced drought tolerance in Arabidopsis.,Planta. 2005 Jun
16653076,838632,cor47,Characterization of a Cold-Regulated Wheat Gene Related to Arabidopsis cor47.,Plant Physiol. 1992 Oct
16653076,816688,LEA,Characterization of a Cold-Regulated Wheat Gene Related to Arabidopsis cor47.,Plant Physiol. 1992 Oct
18317702,829413,VTE1,Enhanced tolerance to drought stress in transgenic tobacco plants overexpressing VTE1 for increased tocopherol production from Arabidopsis thaliana.,Biotechnol Lett. 2008 Jul
18338219,824395,mitochondrial,Overexpression of a mitochondrial ATP synthase small subunit gene (AtMtATP6) confers tolerance to several abiotic stresses in Saccharomyces cerevisiae and Arabidopsis thaliana.,Biotechnol Lett. 2008 Jul
18338219,823793,At3g46430,Overexpression of a mitochondrial ATP synthase small subunit gene (AtMtATP6) confers tolerance to several abiotic stresses in Saccharomyces cerevisiae and Arabidopsis thaliana.,Biotechnol Lett. 2008 Jul
19502356,828652,DREB1A,Metabolic pathways involved in cold acclimation identified by integrated analysis of metabolites and transcripts regulated by DREB1A and DREB2A.,Plant Physiol. 2009 Aug
19502356,830424,DREB2A,Metabolic pathways involved in cold acclimation identified by integrated analysis of metabolites and transcripts regulated by DREB1A and DREB2A.,Plant Physiol. 2009 Aug
19529821,834026,ERA1,Shoot-specific down-regulation of protein farnesyltransferase (alpha-subunit) for yield protection against drought in canola.,Mol Plant. 2009 Jan
19529821,825107,AtFTA,Shoot-specific down-regulation of protein farnesyltransferase (alpha-subunit) for yield protection against drought in canola.,Mol Plant. 2009 Jan
19529821,843129,hydroxypyruvate reductase,Shoot-specific down-regulation of protein farnesyltransferase (alpha-subunit) for yield protection against drought in canola.,Mol Plant. 2009 Jan
21193345,818566,P5CS1,Constitutive expression of a peanut ubiquitin-conjugating enzyme gene in Arabidopsis confers improved water-stress tolerance through regulation of stress-responsive gene expression.,J Biosci Bioeng. 2011 Apr
21193345,835307,RD29A,Constitutive expression of a peanut ubiquitin-conjugating enzyme gene in Arabidopsis confers improved water-stress tolerance through regulation of stress-responsive gene expression.,J Biosci Bioeng. 2011 Apr
21193345,831453,KIN1,Constitutive expression of a peanut ubiquitin-conjugating enzyme gene in Arabidopsis confers improved water-stress tolerance through regulation of stress-responsive gene expression.,J Biosci Bioeng. 2011 Apr
21193345,820667,NCED3,Constitutive expression of a peanut ubiquitin-conjugating enzyme gene in Arabidopsis confers improved water-stress tolerance through regulation of stress-responsive gene expression.,J Biosci Bioeng. 2011 Apr
21193345,829547,ABF3,Constitutive expression of a peanut ubiquitin-conjugating enzyme gene in Arabidopsis confers improved water-stress tolerance through regulation of stress-responsive gene expression.,J Biosci Bioeng. 2011 Apr
21193345,835306,RD29B,Constitutive expression of a peanut ubiquitin-conjugating enzyme gene in Arabidopsis confers improved water-stress tolerance through regulation of stress-responsive gene expression.,J Biosci Bioeng. 2011 Apr
21193345,832636,RD22,Constitutive expression of a peanut ubiquitin-conjugating enzyme gene in Arabidopsis confers improved water-stress tolerance through regulation of stress-responsive gene expression.,J Biosci Bioeng. 2011 Apr
21673513,817901,RD20,"Involvement of RD20, a member of caleosin family, in ABA-mediated regulation of germination in Arabidopsis thaliana.",Plant Signal Behav. 2011 Apr
22013217,820327,SPINDLY,"SPINDLY, a negative regulator of gibberellic acid signaling, is involved in the plant abiotic stress response.",Plant Physiol. 2011 Dec
22013217,835799,CKX3,"SPINDLY, a negative regulator of gibberellic acid signaling, is involved in the plant abiotic stress response.",Plant Physiol. 2011 Dec
22013217,837817,DDF1,"SPINDLY, a negative regulator of gibberellic acid signaling, is involved in the plant abiotic stress response.",Plant Physiol. 2011 Dec
22013217,844399,WIN1,"SPINDLY, a negative regulator of gibberellic acid signaling, is involved in the plant abiotic stress response.",Plant Physiol. 2011 Dec
22791831,840521,sfr3,The sensitive to freezing3 mutation of Arabidopsis thaliana is a cold-sensitive allele of homomeric acetyl-CoA carboxylase that results in cold-induced cuticle deficiencies.,J Exp Bot. 2012 Sep
23824688,836048,ubiquitin conjugating enzyme E2,"Overexpression of VrUBC1, a Mung Bean E2 Ubiquitin-Conjugating Enzyme, Enhances Osmotic Stress Tolerance in Arabidopsis.",PLoS One. 2013 Jun 18
23824688,852376,ubc4/5,"Overexpression of VrUBC1, a Mung Bean E2 Ubiquitin-Conjugating Enzyme, Enhances Osmotic Stress Tolerance in Arabidopsis.",PLoS One. 2013 Jun 18
23824688,851631,ubc4/5,"Overexpression of VrUBC1, a Mung Bean E2 Ubiquitin-Conjugating Enzyme, Enhances Osmotic Stress Tolerance in Arabidopsis.",PLoS One. 2013 Jun 18
23824688,832027,AtVBP1,"Overexpression of VrUBC1, a Mung Bean E2 Ubiquitin-Conjugating Enzyme, Enhances Osmotic Stress Tolerance in Arabidopsis.",PLoS One. 2013 Jun 18
23831064,841346,AtATL78,Suppression of Arabidopsis RING E3 ubiquitin ligase AtATL78 increases tolerance to cold stress and decreases tolerance to drought stress.,FEBS Lett. 2013 Aug 19
26431530,818411,PYL4,A Putative PP2C-Encoding Gene Negatively Regulates ABA Signaling in Populus euphratica.,PLoS One. 2015 Oct 2
28184867,836865,MYB44,The FBA motif-containing protein AFBA1 acts as a novel positive regulator of ABA response in Arabidopsis.,Plant Cell Physiol. 2017 Mar 1
28286511,840897,AtbZIP60,BhbZIP60 from Resurrection Plant Boea hygrometrica Is an mRNA Splicing-Activated Endoplasmic Reticulum Stress Regulator Involved in Drought Tolerance.,Front Plant Sci. 2017 Feb 24
28286511,834207,BiP2,BhbZIP60 from Resurrection Plant Boea hygrometrica Is an mRNA Splicing-Activated Endoplasmic Reticulum Stress Regulator Involved in Drought Tolerance.,Front Plant Sci. 2017 Feb 24
28286511,837429,BiP3,BhbZIP60 from Resurrection Plant Boea hygrometrica Is an mRNA Splicing-Activated Endoplasmic Reticulum Stress Regulator Involved in Drought Tolerance.,Front Plant Sci. 2017 Feb 24
28286511,836301,CNX1,BhbZIP60 from Resurrection Plant Boea hygrometrica Is an mRNA Splicing-Activated Endoplasmic Reticulum Stress Regulator Involved in Drought Tolerance.,Front Plant Sci. 2017 Feb 24
28286511,835307,RD29A,BhbZIP60 from Resurrection Plant Boea hygrometrica Is an mRNA Splicing-Activated Endoplasmic Reticulum Stress Regulator Involved in Drought Tolerance.,Front Plant Sci. 2017 Feb 24
28286511,840987,RAB18,BhbZIP60 from Resurrection Plant Boea hygrometrica Is an mRNA Splicing-Activated Endoplasmic Reticulum Stress Regulator Involved in Drought Tolerance.,Front Plant Sci. 2017 Feb 24
28286511,838632,RD17,BhbZIP60 from Resurrection Plant Boea hygrometrica Is an mRNA Splicing-Activated Endoplasmic Reticulum Stress Regulator Involved in Drought Tolerance.,Front Plant Sci. 2017 Feb 24
30930922,829661,catalase,Comparative Genomics Analysis Provides New Insight Into Molecular Basis of Stomatal Movement in Kalanchoe fedtschenkoi.,Front Plant Sci. 2019 Mar 13
31257201,837304,APX,[The role analysis of APX gene family in the growth and developmental processes and in response to abiotic stresses in Arabidopsis thaliana].,Yi Chuan. 2019 Jun 20
31257201,829366,APX1?APX6,[The role analysis of APX gene family in the growth and developmental processes and in response to abiotic stresses in Arabidopsis thaliana].,Yi Chuan. 2019 Jun 20
31257201,826396,sAPX,[The role analysis of APX gene family in the growth and developmental processes and in response to abiotic stresses in Arabidopsis thaliana].,Yi Chuan. 2019 Jun 20
31257201,844085,tAPX,[The role analysis of APX gene family in the growth and developmental processes and in response to abiotic stresses in Arabidopsis thaliana].,Yi Chuan. 2019 Jun 20
31257201,820121,APX2,[The role analysis of APX gene family in the growth and developmental processes and in response to abiotic stresses in Arabidopsis thaliana].,Yi Chuan. 2019 Jun 20
31257201,826480,APX4,[The role analysis of APX gene family in the growth and developmental processes and in response to abiotic stresses in Arabidopsis thaliana].,Yi Chuan. 2019 Jun 20
31257201,829652,APX3,[The role analysis of APX gene family in the growth and developmental processes and in response to abiotic stresses in Arabidopsis thaliana].,Yi Chuan. 2019 Jun 20
31257201,829751,APX5,[The role analysis of APX gene family in the growth and developmental processes and in response to abiotic stresses in Arabidopsis thaliana].,Yi Chuan. 2019 Jun 20
41720350,827783,oxidoreductase,Genome-wide characterization and functional analysis of ScALDH genes reveals their contribution to growth maintenance and drought tolerance in plants.,
41851656,5832,P5CS,Genome-wide identification of the P5CS gene family in Psammochloa villosa and functional characterization under drought stress.,
41916486,829845,AP2,A Poaceae-specific DREB-A6 transcription factor TaDREB26-B regulates ABA responses and enhances drought stress tolerance in wheat.,J Adv Res
41916486,818614,AtABI4,A Poaceae-specific DREB-A6 transcription factor TaDREB26-B regulates ABA responses and enhances drought stress tolerance in wheat.,J Adv Res
42068592,821463,ABF4,VvEXO70A1 acts as a positive regulator conferring dual tolerance to drought and cold in Arabidopsis and grape calli.,Plant Physiol Biochem
9681009,851646,tps2,Trehalose-6-phosphate phosphatases from Arabidopsis thaliana: identification by functional complementation of the yeast tps2 mutant.,Plant J. 1998 Mar
9681009,844144,trehalose-6-phosphate phosphatase,Trehalose-6-phosphate phosphatases from Arabidopsis thaliana: identification by functional complementation of the yeast tps2 mutant.,Plant J. 1998 Mar
9681009,835220,AtTPPA,Trehalose-6-phosphate phosphatases from Arabidopsis thaliana: identification by functional complementation of the yeast tps2 mutant.,Plant J. 1998 Mar
14675448,817757,Cys2/His2-type zinc finger protein,Stress-responsive zinc finger gene ZPT2-3 plays a role in drought tolerance in petunia.,Plant J. 2003 Dec
17092320,838112,late embryogenesis abundant (LEA)-like protein,Yeast complementation reveals a role for an Arabidopsis thaliana late embryogenesis abundant (LEA)-like protein in oxidative stress tolerance.,Plant J. 2006 Dec
17092320,816688,late embryogenesis-abundant (LEA),Yeast complementation reveals a role for an Arabidopsis thaliana late embryogenesis abundant (LEA)-like protein in oxidative stress tolerance.,Plant J. 2006 Dec
17092320,828053,AtLEA5,Yeast complementation reveals a role for an Arabidopsis thaliana late embryogenesis abundant (LEA)-like protein in oxidative stress tolerance.,Plant J. 2006 Dec
17092320,828714,abi1-1,Yeast complementation reveals a role for an Arabidopsis thaliana late embryogenesis abundant (LEA)-like protein in oxidative stress tolerance.,Plant J. 2006 Dec
17092320,836838,aba1-1,Yeast complementation reveals a role for an Arabidopsis thaliana late embryogenesis abundant (LEA)-like protein in oxidative stress tolerance.,Plant J. 2006 Dec
17092320,822119,OXI1,Yeast complementation reveals a role for an Arabidopsis thaliana late embryogenesis abundant (LEA)-like protein in oxidative stress tolerance.,Plant J. 2006 Dec
17929052,815949,AtPR1,"Function of a novel GDSL-type pepper lipase gene, CaGLIP1, in disease susceptibility and abiotic stress tolerance.",Planta. 2008 Feb
17929052,839515,AtGST1,"Function of a novel GDSL-type pepper lipase gene, CaGLIP1, in disease susceptibility and abiotic stress tolerance.",Planta. 2008 Feb
17929052,844047,AtADH,"Function of a novel GDSL-type pepper lipase gene, CaGLIP1, in disease susceptibility and abiotic stress tolerance.",Planta. 2008 Feb
17929052,840987,AtRab18,"Function of a novel GDSL-type pepper lipase gene, CaGLIP1, in disease susceptibility and abiotic stress tolerance.",Planta. 2008 Feb
19061521,824765,ESKIMO1,ESKIMO1 is a key gene involved in water economy as well as cold acclimation and salt tolerance.,BMC Plant Biol. 2008 Dec 7
19625633,836367,MYB96,The MYB96 transcription factor mediates abscisic acid signaling during drought stress response in Arabidopsis.,Plant Physiol. 2009 Sep
20395451,818627,DREB2C,"DREB2C interacts with ABF2, a bZIP protein regulating abscisic acid-responsive gene expression, and its overexpression affects abscisic acid sensitivity.",Plant Physiol. 2010 Jun
20395451,841095,ABF2,"DREB2C interacts with ABF2, a bZIP protein regulating abscisic acid-responsive gene expression, and its overexpression affects abscisic acid sensitivity.",Plant Physiol. 2010 Jun
20395451,843221,bZIP,"DREB2C interacts with ABF2, a bZIP protein regulating abscisic acid-responsive gene expression, and its overexpression affects abscisic acid sensitivity.",Plant Physiol. 2010 Jun
20395451,828652,DREB1A,"DREB2C interacts with ABF2, a bZIP protein regulating abscisic acid-responsive gene expression, and its overexpression affects abscisic acid sensitivity.",Plant Physiol. 2010 Jun
20395451,830424,DREB2A,"DREB2C interacts with ABF2, a bZIP protein regulating abscisic acid-responsive gene expression, and its overexpression affects abscisic acid sensitivity.",Plant Physiol. 2010 Jun
20395451,829547,ABF3,"DREB2C interacts with ABF2, a bZIP protein regulating abscisic acid-responsive gene expression, and its overexpression affects abscisic acid sensitivity.",Plant Physiol. 2010 Jun
20395451,821463,ABF4,"DREB2C interacts with ABF2, a bZIP protein regulating abscisic acid-responsive gene expression, and its overexpression affects abscisic acid sensitivity.",Plant Physiol. 2010 Jun
21231936,821497,AtCPL5,"AtCPL5, a novel Ser-2-specific RNA polymerase II C-terminal domain phosphatase, positively regulates ABA and drought responses in Arabidopsis.",New Phytol. 2011 Apr
21231936,828254,CTD phosphatase-like 1,"AtCPL5, a novel Ser-2-specific RNA polymerase II C-terminal domain phosphatase, positively regulates ABA and drought responses in Arabidopsis.",New Phytol. 2011 Apr
21231936,827917,CPL3,"AtCPL5, a novel Ser-2-specific RNA polymerase II C-terminal domain phosphatase, positively regulates ABA and drought responses in Arabidopsis.",New Phytol. 2011 Apr
23083401,841262,ARGONAUTE1,A viral RNA silencing suppressor interferes with abscisic acid-mediated signalling and induces drought tolerance in Arabidopsis thaliana.,Mol Plant Pathol. 2013 Feb
23209114,839417,SWI2,The SWI2/SNF2 chromatin remodeling ATPase BRAHMA represses abscisic acid responses in the absence of the stress stimulus in Arabidopsis.,Plant Cell. 2012 Dec
23209114,819210,BRAHMA,The SWI2/SNF2 chromatin remodeling ATPase BRAHMA represses abscisic acid responses in the absence of the stress stimulus in Arabidopsis.,Plant Cell. 2012 Dec
23209114,818199,ABA INSENSITIVE5,The SWI2/SNF2 chromatin remodeling ATPase BRAHMA represses abscisic acid responses in the absence of the stress stimulus in Arabidopsis.,Plant Cell. 2012 Dec
23583936,826796,CRK45,Arabidopsis cysteine-rich receptor-like kinase 45 functions in the responses to abscisic acid and abiotic stresses.,Plant Physiol Biochem. 2013 Jun
23583936,820667,NCED3,Arabidopsis cysteine-rich receptor-like kinase 45 functions in the responses to abscisic acid and abiotic stresses.,Plant Physiol Biochem. 2013 Jun
23583936,839889,NCED5,Arabidopsis cysteine-rich receptor-like kinase 45 functions in the responses to abscisic acid and abiotic stresses.,Plant Physiol Biochem. 2013 Jun
23583936,841665,ABA2,Arabidopsis cysteine-rich receptor-like kinase 45 functions in the responses to abscisic acid and abiotic stresses.,Plant Physiol Biochem. 2013 Jun
23583936,817257,AAO3,Arabidopsis cysteine-rich receptor-like kinase 45 functions in the responses to abscisic acid and abiotic stresses.,Plant Physiol Biochem. 2013 Jun
23719892,821902,ETHYLENE RESPONSE FACTOR1,The Arabidopsis ETHYLENE RESPONSE FACTOR1 regulates abiotic stress-responsive gene expression by binding to different cis-acting elements in response to different stress signals.,Plant Physiol. 2013 Jul
23719892,827464,ERF1,The Arabidopsis ETHYLENE RESPONSE FACTOR1 regulates abiotic stress-responsive gene expression by binding to different cis-acting elements in response to different stress signals.,Plant Physiol. 2013 Jul
24223981,818566,P5CS1,Heterologous expression of the wheat aquaporin gene TaTIP2;2 compromises the abiotic stress tolerance of Arabidopsis thaliana.,PLoS One. 2013 Nov 4
